"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 03 12:37:57 GMT 2024","Tue Dec 03 12:37:58 GMT 2024","874","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Tue Dec 03 12:37:52 GMT 2024","Tue Dec 03 12:37:53 GMT 2024","758","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Tue Dec 03 12:38:02 GMT 2024","Tue Dec 03 12:38:03 GMT 2024","1268","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Dec 03 12:37:47 GMT 2024","Tue Dec 03 12:37:48 GMT 2024","422","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Tue Dec 03 12:37:51 GMT 2024","Tue Dec 03 12:37:52 GMT 2024","1189","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Tue Dec 03 12:37:56 GMT 2024","Tue Dec 03 12:37:57 GMT 2024","1161","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Tue Dec 03 12:37:47 GMT 2024","Tue Dec 03 12:37:47 GMT 2024","149","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Tue Dec 03 12:37:58 GMT 2024","Tue Dec 03 12:37:59 GMT 2024","905","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Tue Dec 03 12:37:47 GMT 2024","Tue Dec 03 12:37:47 GMT 2024","414","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Tue Dec 03 12:37:44 GMT 2024","Tue Dec 03 12:37:46 GMT 2024","1505","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Tue Dec 03 12:38:03 GMT 2024","Tue Dec 03 12:38:04 GMT 2024","1063","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Tue Dec 03 12:38:07 GMT 2024","Tue Dec 03 12:38:09 GMT 2024","2674","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Dec 03 12:37:46 GMT 2024","Tue Dec 03 12:37:47 GMT 2024","715","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
