"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 19 20:17:48 GMT 2024","Mon Aug 19 20:17:48 GMT 2024","136","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Mon Aug 19 20:17:57 GMT 2024","Mon Aug 19 20:17:58 GMT 2024","809","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Mon Aug 19 20:18:02 GMT 2024","Mon Aug 19 20:18:03 GMT 2024","1228","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Mon Aug 19 20:17:58 GMT 2024","Mon Aug 19 20:17:59 GMT 2024","882","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Mon Aug 19 20:17:47 GMT 2024","Mon Aug 19 20:17:48 GMT 2024","684","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Mon Aug 19 20:18:03 GMT 2024","Mon Aug 19 20:18:04 GMT 2024","1038","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Mon Aug 19 20:17:53 GMT 2024","Mon Aug 19 20:17:53 GMT 2024","802","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Mon Aug 19 20:17:48 GMT 2024","Mon Aug 19 20:17:48 GMT 2024","389","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Mon Aug 19 20:17:48 GMT 2024","Mon Aug 19 20:17:49 GMT 2024","397","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Mon Aug 19 20:18:07 GMT 2024","Mon Aug 19 20:18:09 GMT 2024","2538","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Mon Aug 19 20:17:56 GMT 2024","Mon Aug 19 20:17:57 GMT 2024","1027","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Mon Aug 19 20:17:51 GMT 2024","Mon Aug 19 20:17:52 GMT 2024","1060","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Mon Aug 19 20:17:46 GMT 2024","Mon Aug 19 20:17:47 GMT 2024","1082","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
