"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 20 12:32:11 GMT 2024","Tue Aug 20 12:32:12 GMT 2024","840","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Tue Aug 20 12:32:12 GMT 2024","Tue Aug 20 12:32:13 GMT 2024","906","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Tue Aug 20 12:32:01 GMT 2024","Tue Aug 20 12:32:01 GMT 2024","403","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Tue Aug 20 12:32:15 GMT 2024","Tue Aug 20 12:32:17 GMT 2024","1237","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Aug 20 12:32:06 GMT 2024","Tue Aug 20 12:32:07 GMT 2024","774","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Tue Aug 20 12:32:05 GMT 2024","Tue Aug 20 12:32:06 GMT 2024","1106","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Tue Aug 20 12:32:10 GMT 2024","Tue Aug 20 12:32:11 GMT 2024","997","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Tue Aug 20 12:32:01 GMT 2024","Tue Aug 20 12:32:01 GMT 2024","144","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Tue Aug 20 12:32:21 GMT 2024","Tue Aug 20 12:32:23 GMT 2024","2369","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Aug 20 12:32:01 GMT 2024","Tue Aug 20 12:32:02 GMT 2024","415","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Tue Aug 20 12:31:59 GMT 2024","Tue Aug 20 12:32:00 GMT 2024","1031","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Tue Aug 20 12:32:17 GMT 2024","Tue Aug 20 12:32:18 GMT 2024","1067","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Tue Aug 20 12:32:00 GMT 2024","Tue Aug 20 12:32:01 GMT 2024","707","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
