"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 20:18:37 GMT 2024","Fri Aug 23 20:18:37 GMT 2024","406","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Fri Aug 23 20:18:56 GMT 2024","Fri Aug 23 20:18:59 GMT 2024","2735","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Fri Aug 23 20:18:36 GMT 2024","Fri Aug 23 20:18:37 GMT 2024","403","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Fri Aug 23 20:18:36 GMT 2024","Fri Aug 23 20:18:36 GMT 2024","151","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Fri Aug 23 20:18:41 GMT 2024","Fri Aug 23 20:18:42 GMT 2024","837","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Fri Aug 23 20:18:45 GMT 2024","Fri Aug 23 20:18:46 GMT 2024","1071","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Fri Aug 23 20:18:47 GMT 2024","Fri Aug 23 20:18:48 GMT 2024","882","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Fri Aug 23 20:18:40 GMT 2024","Fri Aug 23 20:18:41 GMT 2024","1216","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Fri Aug 23 20:18:51 GMT 2024","Fri Aug 23 20:18:52 GMT 2024","1302","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Fri Aug 23 20:18:52 GMT 2024","Fri Aug 23 20:18:53 GMT 2024","1126","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Fri Aug 23 20:18:34 GMT 2024","Fri Aug 23 20:18:35 GMT 2024","1568","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Fri Aug 23 20:18:36 GMT 2024","Fri Aug 23 20:18:36 GMT 2024","694","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Fri Aug 23 20:18:46 GMT 2024","Fri Aug 23 20:18:47 GMT 2024","822","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
