"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 26 12:32:40 GMT 2024","Mon Aug 26 12:32:42 GMT 2024","2272","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Mon Aug 26 12:32:31 GMT 2024","Mon Aug 26 12:32:32 GMT 2024","898","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Mon Aug 26 12:32:19 GMT 2024","Mon Aug 26 12:32:20 GMT 2024","1087","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Mon Aug 26 12:32:20 GMT 2024","Mon Aug 26 12:32:21 GMT 2024","713","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Mon Aug 26 12:32:35 GMT 2024","Mon Aug 26 12:32:36 GMT 2024","1201","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Mon Aug 26 12:32:30 GMT 2024","Mon Aug 26 12:32:31 GMT 2024","819","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Mon Aug 26 12:32:36 GMT 2024","Mon Aug 26 12:32:37 GMT 2024","1070","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Mon Aug 26 12:32:26 GMT 2024","Mon Aug 26 12:32:27 GMT 2024","744","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Mon Aug 26 12:32:21 GMT 2024","Mon Aug 26 12:32:22 GMT 2024","408","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Mon Aug 26 12:32:21 GMT 2024","Mon Aug 26 12:32:21 GMT 2024","403","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Mon Aug 26 12:32:25 GMT 2024","Mon Aug 26 12:32:26 GMT 2024","1014","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Mon Aug 26 12:32:21 GMT 2024","Mon Aug 26 12:32:21 GMT 2024","154","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Mon Aug 26 12:32:29 GMT 2024","Mon Aug 26 12:32:30 GMT 2024","982","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
