"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 19 20:20:56 GMT 2024","Tue Nov 19 20:20:58 GMT 2024","1198","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Nov 19 20:20:43 GMT 2024","Tue Nov 19 20:20:43 GMT 2024","402","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Tue Nov 19 20:20:46 GMT 2024","Tue Nov 19 20:20:47 GMT 2024","979","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Tue Nov 19 20:20:53 GMT 2024","Tue Nov 19 20:20:54 GMT 2024","894","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Tue Nov 19 20:20:43 GMT 2024","Tue Nov 19 20:20:43 GMT 2024","139","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Tue Nov 19 20:20:52 GMT 2024","Tue Nov 19 20:20:53 GMT 2024","823","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Tue Nov 19 20:20:43 GMT 2024","Tue Nov 19 20:20:43 GMT 2024","395","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Tue Nov 19 20:20:51 GMT 2024","Tue Nov 19 20:20:52 GMT 2024","976","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Tue Nov 19 20:21:01 GMT 2024","Tue Nov 19 20:21:04 GMT 2024","2283","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Nov 19 20:20:42 GMT 2024","Tue Nov 19 20:20:42 GMT 2024","697","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Tue Nov 19 20:20:47 GMT 2024","Tue Nov 19 20:20:48 GMT 2024","734","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Tue Nov 19 20:20:41 GMT 2024","Tue Nov 19 20:20:42 GMT 2024","1076","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Tue Nov 19 20:20:58 GMT 2024","Tue Nov 19 20:20:59 GMT 2024","1063","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
