"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 01 12:36:12 GMT 2024","Tue Oct 01 12:36:13 GMT 2024","1087","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Tue Oct 01 12:36:11 GMT 2024","Tue Oct 01 12:36:12 GMT 2024","1212","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Oct 01 12:35:57 GMT 2024","Tue Oct 01 12:35:58 GMT 2024","409","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Tue Oct 01 12:36:05 GMT 2024","Tue Oct 01 12:36:06 GMT 2024","983","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Tue Oct 01 12:35:57 GMT 2024","Tue Oct 01 12:35:57 GMT 2024","408","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Tue Oct 01 12:35:57 GMT 2024","Tue Oct 01 12:35:57 GMT 2024","156","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Tue Oct 01 12:35:55 GMT 2024","Tue Oct 01 12:35:56 GMT 2024","1078","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Tue Oct 01 12:36:16 GMT 2024","Tue Oct 01 12:36:19 GMT 2024","2382","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Oct 01 12:36:01 GMT 2024","Tue Oct 01 12:36:02 GMT 2024","1055","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Tue Oct 01 12:36:02 GMT 2024","Tue Oct 01 12:36:02 GMT 2024","745","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Tue Oct 01 12:35:56 GMT 2024","Tue Oct 01 12:35:56 GMT 2024","710","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Tue Oct 01 12:36:06 GMT 2024","Tue Oct 01 12:36:07 GMT 2024","825","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Tue Oct 01 12:36:07 GMT 2024","Tue Oct 01 12:36:08 GMT 2024","906","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
