"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 07 20:18:10 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","18208","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Wed Aug 07 20:18:07 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","21539","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Wed Aug 07 20:18:22 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","6582","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Wed Aug 07 20:18:20 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","7811","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Wed Aug 07 20:18:06 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","21959","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Wed Aug 07 20:18:17 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","11446","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Wed Aug 07 20:18:11 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","17097","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Wed Aug 07 20:18:06 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","22117","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Wed Aug 07 20:18:05 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","22833","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Wed Aug 07 20:18:15 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","13522","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Wed Aug 07 20:18:16 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","12337","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Wed Aug 07 20:18:25 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","2681","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Wed Aug 07 20:18:04 GMT 2024","Wed Aug 07 20:18:28 GMT 2024","24149","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
