"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 31 12:32:37 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","2714","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Wed Jul 31 12:32:26 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","13296","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Wed Jul 31 12:32:23 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","16771","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Wed Jul 31 12:32:28 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","11355","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Wed Jul 31 12:32:18 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","21200","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Wed Jul 31 12:32:18 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","21620","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Wed Jul 31 12:32:15 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","23812","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Wed Jul 31 12:32:27 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","12209","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Wed Jul 31 12:32:17 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","21774","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Wed Jul 31 12:32:33 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","6501","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Wed Jul 31 12:32:21 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","17870","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Wed Jul 31 12:32:17 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","22486","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Wed Jul 31 12:32:32 GMT 2024","Wed Jul 31 12:32:39 GMT 2024","7755","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
