"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 27 20:20:10 GMT 2024","Fri Sep 27 20:20:10 GMT 2024","404","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Fri Sep 27 20:20:29 GMT 2024","Fri Sep 27 20:20:31 GMT 2024","2347","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Fri Sep 27 20:20:25 GMT 2024","Fri Sep 27 20:20:26 GMT 2024","1049","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Fri Sep 27 20:20:24 GMT 2024","Fri Sep 27 20:20:25 GMT 2024","1200","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Fri Sep 27 20:20:14 GMT 2024","Fri Sep 27 20:20:15 GMT 2024","1026","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Fri Sep 27 20:20:08 GMT 2024","Fri Sep 27 20:20:09 GMT 2024","1001","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Fri Sep 27 20:20:10 GMT 2024","Fri Sep 27 20:20:10 GMT 2024","403","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Fri Sep 27 20:20:09 GMT 2024","Fri Sep 27 20:20:09 GMT 2024","689","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Fri Sep 27 20:20:19 GMT 2024","Fri Sep 27 20:20:20 GMT 2024","815","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Fri Sep 27 20:20:20 GMT 2024","Fri Sep 27 20:20:21 GMT 2024","895","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Fri Sep 27 20:20:09 GMT 2024","Fri Sep 27 20:20:10 GMT 2024","142","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Fri Sep 27 20:20:18 GMT 2024","Fri Sep 27 20:20:19 GMT 2024","982","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Fri Sep 27 20:20:15 GMT 2024","Fri Sep 27 20:20:15 GMT 2024","735","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
