"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 01 12:31:46 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","10925","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Thu Aug 01 12:31:51 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","6107","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Thu Aug 01 12:31:35 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","21736","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Thu Aug 01 12:31:41 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","16249","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Thu Aug 01 12:31:50 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","7315","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Thu Aug 01 12:31:34 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","22798","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Thu Aug 01 12:31:44 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","12734","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Thu Aug 01 12:31:55 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","2336","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Thu Aug 01 12:31:37 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","20476","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Thu Aug 01 12:31:40 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","17258","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Thu Aug 01 12:31:36 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","20886","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Thu Aug 01 12:31:36 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","21036","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Thu Aug 01 12:31:45 GMT 2024","Thu Aug 01 12:31:57 GMT 2024","11755","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
