"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 23 12:35:06 GMT 2024","Mon Sep 23 12:35:07 GMT 2024","829","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Mon Sep 23 12:34:57 GMT 2024","Mon Sep 23 12:34:57 GMT 2024","402","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Mon Sep 23 12:34:55 GMT 2024","Mon Sep 23 12:34:56 GMT 2024","1043","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Mon Sep 23 12:34:56 GMT 2024","Mon Sep 23 12:34:56 GMT 2024","691","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Mon Sep 23 12:35:07 GMT 2024","Mon Sep 23 12:35:08 GMT 2024","897","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Mon Sep 23 12:35:05 GMT 2024","Mon Sep 23 12:35:06 GMT 2024","986","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Mon Sep 23 12:35:16 GMT 2024","Mon Sep 23 12:35:18 GMT 2024","2258","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Mon Sep 23 12:34:57 GMT 2024","Mon Sep 23 12:34:57 GMT 2024","414","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Mon Sep 23 12:35:12 GMT 2024","Mon Sep 23 12:35:13 GMT 2024","1053","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Mon Sep 23 12:35:02 GMT 2024","Mon Sep 23 12:35:02 GMT 2024","751","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Mon Sep 23 12:35:01 GMT 2024","Mon Sep 23 12:35:02 GMT 2024","1010","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Mon Sep 23 12:34:56 GMT 2024","Mon Sep 23 12:34:57 GMT 2024","139","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Mon Sep 23 12:35:11 GMT 2024","Mon Sep 23 12:35:12 GMT 2024","1326","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
