"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 15 12:36:01 GMT 2024","Fri Nov 15 12:36:01 GMT 2024","827","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Fri Nov 15 12:36:05 GMT 2024","Fri Nov 15 12:36:06 GMT 2024","1192","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Fri Nov 15 12:36:10 GMT 2024","Fri Nov 15 12:36:12 GMT 2024","2281","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Fri Nov 15 12:35:51 GMT 2024","Fri Nov 15 12:35:51 GMT 2024","410","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Fri Nov 15 12:35:55 GMT 2024","Fri Nov 15 12:35:56 GMT 2024","979","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Fri Nov 15 12:35:50 GMT 2024","Fri Nov 15 12:35:51 GMT 2024","712","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Fri Nov 15 12:35:51 GMT 2024","Fri Nov 15 12:35:51 GMT 2024","151","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Fri Nov 15 12:35:49 GMT 2024","Fri Nov 15 12:35:50 GMT 2024","1055","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Fri Nov 15 12:35:51 GMT 2024","Fri Nov 15 12:35:52 GMT 2024","406","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Fri Nov 15 12:36:06 GMT 2024","Fri Nov 15 12:36:07 GMT 2024","1081","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Fri Nov 15 12:36:00 GMT 2024","Fri Nov 15 12:36:00 GMT 2024","953","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Fri Nov 15 12:35:56 GMT 2024","Fri Nov 15 12:35:57 GMT 2024","748","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Fri Nov 15 12:36:01 GMT 2024","Fri Nov 15 12:36:02 GMT 2024","898","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
