"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 24 20:20:42 GMT 2024","Thu Oct 24 20:20:45 GMT 2024","2659","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Thu Oct 24 20:20:23 GMT 2024","Thu Oct 24 20:20:23 GMT 2024","398","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Thu Oct 24 20:20:38 GMT 2024","Thu Oct 24 20:20:39 GMT 2024","1036","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Thu Oct 24 20:20:28 GMT 2024","Thu Oct 24 20:20:28 GMT 2024","734","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Thu Oct 24 20:20:31 GMT 2024","Thu Oct 24 20:20:32 GMT 2024","1081","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Thu Oct 24 20:20:21 GMT 2024","Thu Oct 24 20:20:22 GMT 2024","1028","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Thu Oct 24 20:20:26 GMT 2024","Thu Oct 24 20:20:28 GMT 2024","1309","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Thu Oct 24 20:20:33 GMT 2024","Thu Oct 24 20:20:34 GMT 2024","902","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Thu Oct 24 20:20:22 GMT 2024","Thu Oct 24 20:20:22 GMT 2024","802","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Thu Oct 24 20:20:37 GMT 2024","Thu Oct 24 20:20:38 GMT 2024","1294","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Thu Oct 24 20:20:32 GMT 2024","Thu Oct 24 20:20:33 GMT 2024","816","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Thu Oct 24 20:20:23 GMT 2024","Thu Oct 24 20:20:23 GMT 2024","136","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Thu Oct 24 20:20:23 GMT 2024","Thu Oct 24 20:20:23 GMT 2024","391","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
