"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 06 20:19:46 GMT 2024","Wed Nov 06 20:19:47 GMT 2024","1250","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Wed Nov 06 20:19:51 GMT 2024","Wed Nov 06 20:19:53 GMT 2024","2270","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Wed Nov 06 20:19:42 GMT 2024","Wed Nov 06 20:19:43 GMT 2024","922","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Wed Nov 06 20:19:40 GMT 2024","Wed Nov 06 20:19:41 GMT 2024","1013","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Wed Nov 06 20:19:47 GMT 2024","Wed Nov 06 20:19:48 GMT 2024","1064","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Wed Nov 06 20:19:35 GMT 2024","Wed Nov 06 20:19:36 GMT 2024","984","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Wed Nov 06 20:19:32 GMT 2024","Wed Nov 06 20:19:32 GMT 2024","401","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Wed Nov 06 20:19:31 GMT 2024","Wed Nov 06 20:19:32 GMT 2024","141","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Wed Nov 06 20:19:36 GMT 2024","Wed Nov 06 20:19:37 GMT 2024","749","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Wed Nov 06 20:19:32 GMT 2024","Wed Nov 06 20:19:32 GMT 2024","402","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Wed Nov 06 20:19:41 GMT 2024","Wed Nov 06 20:19:42 GMT 2024","841","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Wed Nov 06 20:19:30 GMT 2024","Wed Nov 06 20:19:31 GMT 2024","1004","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Wed Nov 06 20:19:31 GMT 2024","Wed Nov 06 20:19:31 GMT 2024","698","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
