"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 26 12:30:17 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","2378","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Fri Jul 26 12:30:08 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","11240","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Fri Jul 26 12:29:58 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","21336","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Fri Jul 26 12:30:13 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","6237","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Fri Jul 26 12:30:01 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","17746","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Fri Jul 26 12:29:57 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","21924","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Fri Jul 26 12:30:06 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","13073","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Fri Jul 26 12:30:02 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","16678","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Fri Jul 26 12:30:11 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","7532","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Fri Jul 26 12:30:07 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","12085","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Fri Jul 26 12:29:56 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","22649","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Fri Jul 26 12:29:57 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","21764","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Fri Jul 26 12:29:55 GMT 2024","Fri Jul 26 12:30:19 GMT 2024","23684","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
