"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 30 12:31:22 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","2319","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Jul 30 12:31:08 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","16413","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Tue Jul 30 12:31:18 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","6167","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Tue Jul 30 12:31:03 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","21248","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Tue Jul 30 12:31:13 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","11036","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Tue Jul 30 12:31:02 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","21959","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Tue Jul 30 12:31:03 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","21090","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Tue Jul 30 12:31:03 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","20674","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Tue Jul 30 12:31:11 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","12833","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Tue Jul 30 12:31:07 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","17397","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Tue Jul 30 12:31:01 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","23119","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Tue Jul 30 12:31:12 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","11870","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Tue Jul 30 12:31:17 GMT 2024","Tue Jul 30 12:31:24 GMT 2024","7367","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
