"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 25 12:34:59 GMT 2024","Fri Oct 25 12:34:59 GMT 2024","689","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Fri Oct 25 12:34:58 GMT 2024","Fri Oct 25 12:34:59 GMT 2024","1031","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Fri Oct 25 12:35:03 GMT 2024","Fri Oct 25 12:35:04 GMT 2024","1060","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Fri Oct 25 12:34:59 GMT 2024","Fri Oct 25 12:35:00 GMT 2024","141","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Fri Oct 25 12:35:15 GMT 2024","Fri Oct 25 12:35:16 GMT 2024","1052","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Fri Oct 25 12:35:08 GMT 2024","Fri Oct 25 12:35:09 GMT 2024","1171","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Fri Oct 25 12:35:09 GMT 2024","Fri Oct 25 12:35:10 GMT 2024","874","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Fri Oct 25 12:35:04 GMT 2024","Fri Oct 25 12:35:05 GMT 2024","761","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Fri Oct 25 12:35:10 GMT 2024","Fri Oct 25 12:35:11 GMT 2024","909","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Fri Oct 25 12:35:14 GMT 2024","Fri Oct 25 12:35:15 GMT 2024","1241","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Fri Oct 25 12:35:00 GMT 2024","Fri Oct 25 12:35:00 GMT 2024","405","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Fri Oct 25 12:35:19 GMT 2024","Fri Oct 25 12:35:21 GMT 2024","2321","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Fri Oct 25 12:35:00 GMT 2024","Fri Oct 25 12:35:00 GMT 2024","396","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
