"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 13 20:19:52 GMT 2024","Wed Nov 13 20:19:52 GMT 2024","396","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Wed Nov 13 20:20:05 GMT 2024","Wed Nov 13 20:20:06 GMT 2024","1182","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Wed Nov 13 20:20:01 GMT 2024","Wed Nov 13 20:20:02 GMT 2024","816","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Wed Nov 13 20:20:10 GMT 2024","Wed Nov 13 20:20:13 GMT 2024","2237","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Wed Nov 13 20:19:55 GMT 2024","Wed Nov 13 20:19:56 GMT 2024","987","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Wed Nov 13 20:19:51 GMT 2024","Wed Nov 13 20:19:51 GMT 2024","685","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Wed Nov 13 20:20:00 GMT 2024","Wed Nov 13 20:20:01 GMT 2024","959","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Wed Nov 13 20:19:52 GMT 2024","Wed Nov 13 20:19:52 GMT 2024","403","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Wed Nov 13 20:19:56 GMT 2024","Wed Nov 13 20:19:57 GMT 2024","742","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Wed Nov 13 20:20:06 GMT 2024","Wed Nov 13 20:20:08 GMT 2024","1051","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Wed Nov 13 20:20:02 GMT 2024","Wed Nov 13 20:20:03 GMT 2024","886","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Wed Nov 13 20:19:51 GMT 2024","Wed Nov 13 20:19:51 GMT 2024","143","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Wed Nov 13 20:19:50 GMT 2024","Wed Nov 13 20:19:51 GMT 2024","986","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
