"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 13 12:32:42 GMT 2024","Tue Aug 13 12:32:42 GMT 2024","413","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Tue Aug 13 12:32:46 GMT 2024","Tue Aug 13 12:32:47 GMT 2024","755","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Tue Aug 13 12:32:39 GMT 2024","Tue Aug 13 12:32:40 GMT 2024","1066","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Tue Aug 13 12:32:51 GMT 2024","Tue Aug 13 12:32:51 GMT 2024","833","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Tue Aug 13 12:33:00 GMT 2024","Tue Aug 13 12:33:03 GMT 2024","2310","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Aug 13 12:32:40 GMT 2024","Tue Aug 13 12:32:41 GMT 2024","706","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Tue Aug 13 12:32:50 GMT 2024","Tue Aug 13 12:32:51 GMT 2024","1008","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Tue Aug 13 12:32:51 GMT 2024","Tue Aug 13 12:32:52 GMT 2024","907","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Tue Aug 13 12:32:56 GMT 2024","Tue Aug 13 12:32:58 GMT 2024","1076","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Tue Aug 13 12:32:41 GMT 2024","Tue Aug 13 12:32:42 GMT 2024","406","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Tue Aug 13 12:32:45 GMT 2024","Tue Aug 13 12:32:46 GMT 2024","1014","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Tue Aug 13 12:32:55 GMT 2024","Tue Aug 13 12:32:56 GMT 2024","1253","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Aug 13 12:32:41 GMT 2024","Tue Aug 13 12:32:41 GMT 2024","148","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
