"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 14 12:36:30 GMT 2024","Thu Nov 14 12:36:31 GMT 2024","411","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Thu Nov 14 12:36:35 GMT 2024","Thu Nov 14 12:36:36 GMT 2024","807","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Thu Nov 14 12:36:34 GMT 2024","Thu Nov 14 12:36:35 GMT 2024","1150","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Thu Nov 14 12:36:44 GMT 2024","Thu Nov 14 12:36:45 GMT 2024","1248","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Thu Nov 14 12:36:30 GMT 2024","Thu Nov 14 12:36:30 GMT 2024","394","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Thu Nov 14 12:36:29 GMT 2024","Thu Nov 14 12:36:30 GMT 2024","763","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Thu Nov 14 12:36:38 GMT 2024","Thu Nov 14 12:36:40 GMT 2024","1055","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Thu Nov 14 12:36:45 GMT 2024","Thu Nov 14 12:36:46 GMT 2024","1098","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Thu Nov 14 12:36:30 GMT 2024","Thu Nov 14 12:36:30 GMT 2024","146","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Thu Nov 14 12:36:49 GMT 2024","Thu Nov 14 12:36:52 GMT 2024","2517","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Thu Nov 14 12:36:27 GMT 2024","Thu Nov 14 12:36:29 GMT 2024","1583","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Thu Nov 14 12:36:40 GMT 2024","Thu Nov 14 12:36:40 GMT 2024","816","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Thu Nov 14 12:36:40 GMT 2024","Thu Nov 14 12:36:41 GMT 2024","890","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
