"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 30 12:36:51 GMT 2024","Mon Sep 30 12:36:52 GMT 2024","1056","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Mon Sep 30 12:36:52 GMT 2024","Mon Sep 30 12:36:53 GMT 2024","145","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Mon Sep 30 12:37:07 GMT 2024","Mon Sep 30 12:37:08 GMT 2024","1201","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Mon Sep 30 12:37:12 GMT 2024","Mon Sep 30 12:37:14 GMT 2024","2257","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Mon Sep 30 12:36:53 GMT 2024","Mon Sep 30 12:36:53 GMT 2024","403","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Mon Sep 30 12:36:52 GMT 2024","Mon Sep 30 12:36:52 GMT 2024","691","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Mon Sep 30 12:37:08 GMT 2024","Mon Sep 30 12:37:09 GMT 2024","1060","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Mon Sep 30 12:36:57 GMT 2024","Mon Sep 30 12:36:58 GMT 2024","754","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Mon Sep 30 12:36:56 GMT 2024","Mon Sep 30 12:36:57 GMT 2024","1046","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
"passed","Mon Sep 30 12:37:03 GMT 2024","Mon Sep 30 12:37:04 GMT 2024","905","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Mon Sep 30 12:37:01 GMT 2024","Mon Sep 30 12:37:02 GMT 2024","981","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Mon Sep 30 12:36:53 GMT 2024","Mon Sep 30 12:36:53 GMT 2024","402","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Mon Sep 30 12:37:02 GMT 2024","Mon Sep 30 12:37:03 GMT 2024","831","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
