"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 10 20:19:27 GMT 2024","Tue Sep 10 20:19:28 GMT 2024","945","3.	Adicionar ao Carrinho","","","","","CT 3.1: Inserção de nenhum produto ao carrinho",""
"passed","Tue Sep 10 20:19:23 GMT 2024","Tue Sep 10 20:19:24 GMT 2024","746","2. Visualização de Produtos","","","","","CT 2.2: Visualizar produto pelo título",""
"passed","Tue Sep 10 20:19:19 GMT 2024","Tue Sep 10 20:19:19 GMT 2024","398","1. Login","","","","","""CT 1.5 - Login Campo senha obrigatório"" (example #1)",""
"passed","Tue Sep 10 20:19:28 GMT 2024","Tue Sep 10 20:19:29 GMT 2024","813","3.	Adicionar ao Carrinho","","","","","CT 3.2: Inserção de apenas um produto ao carrinho",""
"passed","Tue Sep 10 20:19:33 GMT 2024","Tue Sep 10 20:19:35 GMT 2024","1059","4. Remover do Carrinho","","","","","CT 4.2: Remoção de mais de um produto do carrinho na tela do carrinho",""
"passed","Tue Sep 10 20:19:32 GMT 2024","Tue Sep 10 20:19:33 GMT 2024","1195","4. Remover do Carrinho","","","","","CT 4.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Sep 10 20:19:18 GMT 2024","Tue Sep 10 20:19:18 GMT 2024","687","1. Login","","","","","""CT 1.2 - Login Inválido"" (example #1)",""
"passed","Tue Sep 10 20:19:16 GMT 2024","Tue Sep 10 20:19:17 GMT 2024","1076","1. Login","","","","","""CT 1.1 - Login Valido"" (example #1)",""
"passed","Tue Sep 10 20:19:37 GMT 2024","Tue Sep 10 20:19:40 GMT 2024","2259","5. Finalizar Compra","","","","","CT 5.1: Remoção de um produto do carrinho pela tela de produtos",""
"passed","Tue Sep 10 20:19:18 GMT 2024","Tue Sep 10 20:19:19 GMT 2024","394","1. Login","","","","","""CT 1.4 - Login Campo usuário obrigatório"" (example #1)",""
"passed","Tue Sep 10 20:19:18 GMT 2024","Tue Sep 10 20:19:18 GMT 2024","139","1. Login","","","","","""CT 1.3 - Login Campos obrigatórios"" (example #1)",""
"passed","Tue Sep 10 20:19:29 GMT 2024","Tue Sep 10 20:19:30 GMT 2024","890","3.	Adicionar ao Carrinho","","","","","CT 3.3: Inserção de mais de um produto ao carrinho",""
"passed","Tue Sep 10 20:19:22 GMT 2024","Tue Sep 10 20:19:23 GMT 2024","1046","2. Visualização de Produtos","","","","","CT 2.1: Visualizar produto pela imagem",""
